user_id,age,location_type,state,mobile_txn_count_6m,avg_txn_amount,txn_regularity_score,utility_consistency,has_electricity_payment,education_level,skills_completed,savings_rate_proxy,app_engagement_score,is_smallholder,farm_size_proxy,yield_risk_score,creditworthy_label,true_risk_score
AFRI_000216,32,Urban,Abuja,308,29415.0,0.951,0.999,0,1,5,0.271,0.678,0,0.0,0.5,1,645
AFRI_000217,19,Rural,Port Harcourt,344,44085.0,0.509,0.733,1,1,0,0.04,0.586,0,0.0,0.5,0,483
AFRI_000218,41,Semi-Urban,Other,31,7761.0,0.537,0.756,1,0,0,0.244,0.556,0,0.0,0.5,0,417
AFRI_000219,38,Urban,Port Harcourt,143,12414.0,0.964,0.903,1,1,3,0.479,0.524,0,0.0,0.5,0,660
AFRI_000220,30,Urban,Lagos,388,18274.0,0.763,0.839,1,1,8,0.174,0.79,0,0.0,0.5,1,641
AFRI_000221,44,Urban,Port Harcourt,280,37050.0,0.3,0.808,1,1,10,0.065,0.841,0,0.0,0.5,0,540
AFRI_000222,34,Rural,Enugu,130,33634.0,0.624,0.488,0,0,0,0.051,0.639,0,0.0,0.5,0,433
AFRI_000223,40,Rural,Kano,47,18173.0,0.421,0.668,1,1,5,0.324,0.879,0,0.0,0.5,0,333
AFRI_000224,26,Urban,Lagos,126,24917.0,0.609,0.376,1,2,7,0.17,0.969,0,0.0,0.5,0,522
AFRI_000225,23,Urban,Lagos,439,24774.0,0.819,0.575,1,2,10,0.065,0.791,0,0.0,0.5,1,818
AFRI_000226,28,Semi-Urban,Enugu,343,10636.0,0.926,0.459,0,1,5,0.187,0.657,0,0.0,0.5,1,600
AFRI_000227,30,Rural,Other,102,6304.0,0.569,0.434,0,2,6,0.323,0.545,0,0.0,0.5,0,438
AFRI_000228,31,Rural,Other,371,35707.0,0.5,0.999,1,1,0,0.192,0.548,0,0.0,0.5,0,559
AFRI_000229,39,Semi-Urban,Enugu,96,37949.0,0.826,0.814,1,2,4,0.411,0.589,0,0.0,0.5,0,329
AFRI_000230,30,Urban,Abuja,123,39039.0,1.0,0.715,1,2,0,0.409,0.6,0,0.0,0.5,1,669
AFRI_000231,19,Semi-Urban,Lagos,47,15029.0,0.658,0.535,1,1,11,0.251,0.717,0,0.0,0.5,1,392
AFRI_000232,18,Semi-Urban,Abuja,349,19416.0,0.614,0.823,1,2,0,0.286,1.0,0,0.0,0.5,1,527
AFRI_000233,24,Urban,Port Harcourt,301,23784.0,0.803,0.587,1,2,6,0.184,0.7,0,0.0,0.5,1,503
AFRI_000234,38,Urban,Lagos,291,12517.0,0.974,0.709,1,2,2,0.173,0.582,0,0.0,0.5,1,850
AFRI_000235,36,Rural,Lagos,280,21784.0,0.717,0.526,1,3,1,0.322,0.283,1,1.0,0.298,1,645
AFRI_000236,32,Urban,Ibadan,240,25819.0,0.661,0.443,1,1,10,0.137,0.542,0,0.0,0.5,1,461
AFRI_000237,28,Rural,Kano,433,10969.0,0.727,0.634,0,2,7,0.473,0.571,1,4.9,0.47,1,745
AFRI_000238,24,Semi-Urban,Other,228,2136.0,0.87,0.478,1,2,11,0.088,0.643,0,0.0,0.5,1,455
AFRI_000239,38,Semi-Urban,Lagos,254,29009.0,0.733,0.412,1,1,7,0.069,0.777,0,0.0,0.5,1,518
AFRI_000240,29,Semi-Urban,Other,414,9675.0,0.79,0.575,1,2,1,0.21,0.813,0,0.0,0.5,1,813
AFRI_000241,20,Rural,Port Harcourt,241,11289.0,0.984,0.705,1,1,10,0.037,0.827,1,6.6,0.628,1,520
AFRI_000242,25,Urban,Other,82,12984.0,1.0,0.886,1,2,1,0.196,0.642,0,0.0,0.5,1,523
AFRI_000243,24,Rural,Abuja,249,5603.0,0.492,0.844,1,3,10,0.291,0.854,1,8.0,0.603,0,609
AFRI_000244,37,Rural,Abuja,95,2126.0,0.862,0.972,1,0,2,0.195,0.711,1,3.6,0.1,0,472
AFRI_000245,36,Urban,Ibadan,83,7522.0,0.642,1.0,1,1,1,0.445,0.78,0,0.0,0.5,0,518
AFRI_000246,42,Semi-Urban,Kano,297,21282.0,0.909,0.942,1,3,4,0.361,0.611,0,0.0,0.5,1,707
AFRI_000247,39,Urban,Port Harcourt,73,36746.0,0.76,0.386,0,2,0,0.173,0.646,0,0.0,0.5,0,511
AFRI_000248,29,Semi-Urban,Abuja,39,43300.0,0.904,0.464,1,1,4,0.55,0.794,0,0.0,0.5,0,451
AFRI_000249,29,Urban,Enugu,169,32065.0,0.696,0.725,0,2,10,0.309,0.791,0,0.0,0.5,1,554
AFRI_000250,38,Rural,Port Harcourt,265,36415.0,0.788,0.736,1,1,4,0.318,0.675,0,0.0,0.5,1,538
AFRI_000251,35,Urban,Other,67,11477.0,0.616,0.299,0,1,4,0.192,0.773,0,0.0,0.5,0,391
AFRI_000252,41,Urban,Port Harcourt,48,17403.0,0.531,0.382,1,1,3,0.1,0.632,0,0.0,0.5,0,312
AFRI_000253,40,Semi-Urban,Kano,105,8285.0,0.597,1.0,1,1,11,0.206,0.692,0,0.0,0.5,0,512
AFRI_000254,27,Rural,Abuja,125,13763.0,0.6,0.428,1,2,11,0.159,0.802,0,0.0,0.5,0,575
AFRI_000255,34,Semi-Urban,Port Harcourt,59,17659.0,0.775,0.669,1,1,11,0.051,0.917,0,0.0,0.5,1,487
AFRI_000256,33,Urban,Other,215,19602.0,0.703,0.884,1,2,5,0.224,1.0,0,0.0,0.5,1,761
AFRI_000257,21,Rural,Ibadan,91,17690.0,0.721,0.484,1,1,2,0.268,0.595,1,2.6,0.315,0,408
AFRI_000258,31,Urban,Ibadan,413,17481.0,0.771,0.494,1,2,3,0.088,0.839,0,0.0,0.5,1,583
AFRI_000259,24,Semi-Urban,Abuja,407,1528.0,0.803,0.763,1,2,5,0.266,0.394,0,0.0,0.5,1,587
AFRI_000260,25,Rural,Ibadan,128,42593.0,0.876,0.72,1,2,4,0.411,0.671,0,0.0,0.5,0,496
AFRI_000261,34,Semi-Urban,Enugu,32,34971.0,0.961,0.6,0,0,0,0.236,0.633,0,0.0,0.5,0,280
AFRI_000262,37,Semi-Urban,Kano,62,3686.0,0.76,0.567,1,2,0,0.298,0.854,0,0.0,0.5,0,338
AFRI_000263,29,Semi-Urban,Ibadan,411,13726.0,0.675,0.431,1,1,10,0.449,0.874,0,0.0,0.5,1,515
AFRI_000264,38,Semi-Urban,Ibadan,65,18349.0,0.768,0.965,1,1,10,0.1,0.476,0,0.0,0.5,1,632
AFRI_000265,23,Semi-Urban,Enugu,47,38393.0,0.59,0.89,1,3,3,0.276,1.0,0,0.0,0.5,0,345
AFRI_000266,36,Urban,Kano,247,4934.0,0.455,0.594,1,2,11,0.164,0.491,0,0.0,0.5,0,553
AFRI_000267,31,Urban,Port Harcourt,309,9739.0,0.798,0.84,1,1,7,0.288,0.843,0,0.0,0.5,1,532
AFRI_000268,43,Semi-Urban,Kano,149,41049.0,0.954,0.437,1,1,2,0.12,0.352,0,0.0,0.5,0,568
AFRI_000269,23,Semi-Urban,Lagos,269,7463.0,0.89,0.982,1,1,5,0.187,0.846,0,0.0,0.5,1,715
AFRI_000270,35,Urban,Abuja,236,26147.0,0.882,0.744,1,1,0,0.198,0.652,0,0.0,0.5,0,531
AFRI_000271,38,Semi-Urban,Abuja,65,5509.0,0.494,0.777,1,2,7,0.229,0.67,0,0.0,0.5,0,459
AFRI_000272,43,Semi-Urban,Lagos,229,44285.0,0.407,0.491,0,0,3,0.039,0.734,0,0.0,0.5,0,387
AFRI_000273,42,Semi-Urban,Enugu,191,40552.0,0.704,0.712,1,2,0,0.091,0.589,0,0.0,0.5,0,412
AFRI_000274,31,Rural,Lagos,182,11124.0,0.966,0.578,1,1,0,0.116,0.585,0,0.0,0.5,0,486
AFRI_000275,40,Semi-Urban,Port Harcourt,35,42264.0,0.553,0.499,1,2,3,0.427,0.805,0,0.0,0.5,0,342
AFRI_000276,40,Semi-Urban,Port Harcourt,72,42324.0,0.644,0.729,1,2,9,0.268,0.791,0,0.0,0.5,0,607
AFRI_000277,28,Rural,Abuja,374,16938.0,1.0,0.492,1,0,2,0.276,0.377,0,0.0,0.5,1,426
AFRI_000278,19,Semi-Urban,Port Harcourt,265,15320.0,0.911,0.571,0,1,6,0.384,0.982,0,0.0,0.5,1,538
AFRI_000279,35,Urban,Abuja,230,18823.0,0.921,0.65,1,0,3,0.192,0.931,0,0.0,0.5,1,488
AFRI_000280,27,Rural,Lagos,443,25315.0,0.84,0.618,0,3,2,0.285,0.868,1,2.9,0.269,1,721
AFRI_000281,20,Rural,Lagos,169,35573.0,0.804,0.696,1,2,0,0.18,0.527,0,0.0,0.5,0,472
AFRI_000282,37,Semi-Urban,Ibadan,39,35269.0,0.921,0.721,1,2,9,0.093,0.673,0,0.0,0.5,0,589
AFRI_000283,19,Urban,Ibadan,30,37612.0,1.0,0.654,1,1,1,0.253,0.684,0,0.0,0.5,0,280
AFRI_000284,38,Semi-Urban,Lagos,153,1992.0,0.987,0.531,0,2,3,0.341,0.718,0,0.0,0.5,1,605
AFRI_000285,25,Rural,Abuja,386,23823.0,0.566,0.424,0,1,3,0.183,0.689,0,0.0,0.5,0,570
AFRI_000286,30,Rural,Lagos,400,20732.0,0.61,0.452,1,1,9,0.024,0.583,1,4.6,0.211,0,661
AFRI_000287,19,Urban,Lagos,291,8951.0,0.806,0.946,1,2,10,0.062,0.857,0,0.0,0.5,1,606
AFRI_000288,36,Semi-Urban,Other,125,30749.0,0.843,0.894,1,1,3,0.276,1.0,0,0.0,0.5,1,281
AFRI_000289,21,Rural,Enugu,178,30185.0,0.94,0.729,1,1,1,0.02,0.318,1,5.5,0.9,0,467
AFRI_000290,41,Rural,Lagos,13,27739.0,0.681,0.313,1,1,0,0.239,0.934,1,5.0,0.609,0,316
AFRI_000291,28,Rural,Port Harcourt,190,43426.0,0.873,0.668,1,2,5,0.254,0.522,1,0.8,0.238,1,611
AFRI_000292,25,Urban,Abuja,365,2095.0,0.743,0.639,0,2,0,0.181,0.937,0,0.0,0.5,1,774
AFRI_000293,42,Rural,Enugu,294,36560.0,0.727,0.423,0,1,4,0.259,0.393,1,3.5,0.715,0,436
AFRI_000294,21,Semi-Urban,Ibadan,146,31856.0,0.77,0.714,1,2,1,0.035,0.806,0,0.0,0.5,0,491
AFRI_000295,22,Semi-Urban,Kano,123,7058.0,0.648,0.664,1,3,6,0.02,0.845,0,0.0,0.5,0,532
AFRI_000296,37,Semi-Urban,Abuja,265,35422.0,0.585,0.978,1,0,2,0.38,0.753,0,0.0,0.5,1,431
AFRI_000297,22,Urban,Port Harcourt,108,18461.0,0.546,0.666,0,2,5,0.39,0.25,0,0.0,0.5,1,476
AFRI_000298,43,Semi-Urban,Abuja,138,19018.0,0.967,0.931,1,0,2,0.321,0.939,0,0.0,0.5,1,432
AFRI_000299,37,Semi-Urban,Ibadan,269,20028.0,0.872,0.921,1,1,4,0.144,0.844,0,0.0,0.5,1,472
AFRI_000300,43,Urban,Port Harcourt,35,14466.0,0.916,0.514,1,2,2,0.362,1.0,0,0.0,0.5,0,356
AFRI_000301,44,Rural,Port Harcourt,107,23169.0,0.553,0.864,1,2,0,0.225,0.788,0,0.0,0.5,1,513
AFRI_000302,29,Urban,Kano,136,24543.0,0.808,0.719,1,2,5,0.367,0.487,0,0.0,0.5,1,478
AFRI_000303,31,Urban,Abuja,367,42161.0,0.657,0.605,1,3,9,0.203,0.965,0,0.0,0.5,1,615
AFRI_000304,20,Semi-Urban,Other,433,42436.0,0.725,0.913,1,0,2,0.135,1.0,0,0.0,0.5,1,625
AFRI_000305,40,Urban,Kano,16,29721.0,1.0,0.561,1,1,3,0.119,0.614,0,0.0,0.5,0,411
AFRI_000306,21,Urban,Other,237,10849.0,0.728,0.59,0,0,3,0.242,0.974,0,0.0,0.5,0,409
AFRI_000307,31,Urban,Kano,175,14390.0,0.737,0.663,1,2,0,0.02,0.759,0,0.0,0.5,0,280
AFRI_000308,39,Semi-Urban,Abuja,117,41337.0,0.499,0.458,0,2,9,0.405,0.41,0,0.0,0.5,0,563
AFRI_000309,35,Semi-Urban,Lagos,39,30743.0,0.998,0.662,1,0,0,0.263,0.43,0,0.0,0.5,0,280
AFRI_000310,24,Urban,Lagos,293,27577.0,0.708,0.858,0,1,10,0.188,0.451,0,0.0,0.5,1,531
AFRI_000311,19,Semi-Urban,Ibadan,41,10991.0,0.74,0.841,1,0,2,0.226,0.82,0,0.0,0.5,0,434
AFRI_000312,40,Semi-Urban,Kano,159,4092.0,1.0,0.802,1,1,6,0.392,0.436,0,0.0,0.5,0,620
AFRI_000313,20,Urban,Enugu,130,38684.0,0.601,0.543,1,0,2,0.235,0.57,0,0.0,0.5,0,376
AFRI_000314,31,Rural,Kano,346,5763.0,1.0,0.811,0,3,7,0.165,0.668,0,0.0,0.5,1,731
AFRI_000315,42,Urban,Kano,143,31268.0,0.926,0.217,0,0,0,0.201,0.63,0,0.0,0.5,0,476
AFRI_000316,37,Semi-Urban,Kano,77,9203.0,1.0,0.826,1,1,4,0.294,0.908,0,0.0,0.5,0,724
AFRI_000317,29,Urban,Other,133,28807.0,0.928,0.773,1,2,5,0.211,1.0,0,0.0,0.5,1,620
AFRI_000318,39,Urban,Ibadan,284,16037.0,0.65,1.0,1,2,10,0.154,1.0,0,0.0,0.5,1,781
AFRI_000319,39,Urban,Lagos,37,30882.0,0.57,0.618,0,3,4,0.095,0.675,0,0.0,0.5,0,340
AFRI_000320,36,Semi-Urban,Ibadan,167,42332.0,0.526,0.519,1,1,10,0.052,0.774,0,0.0,0.5,1,399
AFRI_000321,37,Semi-Urban,Ibadan,146,33896.0,0.516,0.598,1,0,0,0.172,0.594,0,0.0,0.5,0,280
AFRI_000322,26,Urban,Ibadan,77,1781.0,0.419,0.673,1,0,1,0.139,0.731,0,0.0,0.5,0,288
AFRI_000323,20,Rural,Lagos,172,2482.0,0.791,0.916,1,2,2,0.273,0.942,0,0.0,0.5,0,467
AFRI_000324,18,Urban,Lagos,255,35895.0,0.548,0.236,1,2,5,0.133,0.748,0,0.0,0.5,0,468
AFRI_000325,41,Urban,Kano,24,18354.0,0.676,0.853,1,1,2,0.433,0.803,0,0.0,0.5,0,472
AFRI_000326,32,Semi-Urban,Ibadan,32,2324.0,0.6,0.828,0,2,8,0.173,0.451,0,0.0,0.5,0,434
AFRI_000327,26,Semi-Urban,Enugu,149,31101.0,0.782,0.82,1,0,0,0.341,0.577,0,0.0,0.5,0,525
AFRI_000328,35,Urban,Other,192,7186.0,0.965,0.877,1,1,5,0.101,0.639,0,0.0,0.5,0,474
AFRI_000329,22,Urban,Other,334,1796.0,0.898,0.69,1,2,8,0.354,0.569,0,0.0,0.5,1,591
AFRI_000330,21,Urban,Lagos,324,4216.0,0.572,0.672,0,1,3,0.55,0.537,0,0.0,0.5,0,617
AFRI_000331,23,Semi-Urban,Abuja,234,38620.0,0.679,0.647,1,1,2,0.173,0.677,0,0.0,0.5,0,471
AFRI_000332,39,Semi-Urban,Abuja,231,42545.0,0.679,0.832,1,2,0,0.129,0.744,0,0.0,0.5,1,645
AFRI_000333,20,Urban,Abuja,123,38896.0,0.847,0.895,1,1,4,0.518,0.76,0,0.0,0.5,1,522
AFRI_000334,20,Semi-Urban,Port Harcourt,118,37990.0,0.969,0.913,1,3,7,0.258,0.518,0,0.0,0.5,1,516
AFRI_000335,32,Rural,Kano,290,39019.0,0.887,0.452,1,3,1,0.157,0.967,0,0.0,0.5,1,566
AFRI_000336,18,Urban,Abuja,98,17038.0,0.801,0.211,1,3,8,0.198,0.69,0,0.0,0.5,1,611
AFRI_000337,37,Urban,Kano,254,37067.0,0.598,0.769,1,0,3,0.02,0.738,0,0.0,0.5,0,448
AFRI_000338,33,Urban,Abuja,184,10385.0,0.496,0.59,0,3,5,0.134,0.809,0,0.0,0.5,1,519
AFRI_000339,18,Semi-Urban,Enugu,151,23789.0,0.528,0.352,1,2,8,0.254,0.742,0,0.0,0.5,0,421
AFRI_000340,35,Urban,Kano,65,28673.0,0.733,0.499,1,2,9,0.257,0.792,0,0.0,0.5,0,475
AFRI_000341,19,Semi-Urban,Abuja,342,36651.0,0.867,0.271,1,2,3,0.255,0.603,0,0.0,0.5,0,515
AFRI_000342,36,Urban,Other,29,37497.0,0.609,0.513,0,1,8,0.141,0.394,0,0.0,0.5,0,342
AFRI_000343,37,Rural,Lagos,51,6146.0,0.56,0.447,1,1,7,0.258,0.542,0,0.0,0.5,0,331
AFRI_000344,23,Urban,Kano,198,22229.0,0.635,0.772,1,1,9,0.408,0.723,0,0.0,0.5,0,473
AFRI_000345,32,Rural,Other,225,25188.0,0.838,0.489,0,1,4,0.277,0.904,0,0.0,0.5,0,538
AFRI_000346,43,Urban,Other,54,9589.0,0.912,0.913,1,0,0,0.268,0.606,0,0.0,0.5,0,376
AFRI_000347,43,Semi-Urban,Other,76,9853.0,0.963,0.786,0,1,3,0.052,0.961,0,0.0,0.5,0,388
AFRI_000348,21,Semi-Urban,Port Harcourt,228,20031.0,0.763,0.727,1,3,8,0.413,0.741,0,0.0,0.5,1,686
AFRI_000349,44,Rural,Lagos,139,17953.0,0.3,0.793,0,1,9,0.176,0.681,1,2.3,0.269,0,401
AFRI_000350,34,Urban,Lagos,332,1763.0,0.608,0.447,1,3,4,0.215,1.0,0,0.0,0.5,1,511
AFRI_000351,35,Rural,Ibadan,161,5021.0,0.894,0.761,1,2,0,0.293,0.962,0,0.0,0.5,0,613
AFRI_000352,26,Urban,Port Harcourt,174,21729.0,0.794,0.844,1,1,9,0.12,0.848,0,0.0,0.5,0,515
AFRI_000353,18,Rural,Other,292,14517.0,0.833,0.285,1,2,9,0.141,0.937,1,5.2,0.311,1,623
AFRI_000354,39,Urban,Lagos,58,2371.0,0.721,0.544,1,1,5,0.084,0.803,0,0.0,0.5,0,527
AFRI_000355,43,Semi-Urban,Lagos,170,34064.0,0.48,0.66,1,2,10,0.367,0.796,0,0.0,0.5,1,581
AFRI_000356,19,Semi-Urban,Other,168,10460.0,0.923,0.782,1,1,10,0.218,0.847,0,0.0,0.5,1,610
AFRI_000357,31,Semi-Urban,Other,181,42248.0,0.635,1.0,0,0,3,0.265,0.944,0,0.0,0.5,0,299
AFRI_000358,33,Semi-Urban,Abuja,103,39330.0,0.767,0.648,1,1,2,0.282,0.551,0,0.0,0.5,1,475
AFRI_000359,23,Urban,Abuja,424,34039.0,0.841,0.864,1,2,6,0.226,0.856,0,0.0,0.5,1,745
AFRI_000360,36,Semi-Urban,Kano,13,9095.0,0.936,0.903,1,2,2,0.229,0.734,0,0.0,0.5,0,517
AFRI_000361,36,Semi-Urban,Kano,149,22806.0,0.38,0.758,1,1,3,0.32,0.57,0,0.0,0.5,0,280
AFRI_000362,33,Urban,Kano,361,25780.0,0.849,0.637,1,2,0,0.312,0.807,0,0.0,0.5,1,677
AFRI_000363,27,Rural,Abuja,397,3660.0,0.642,0.717,1,2,4,0.507,0.782,0,0.0,0.5,0,602
AFRI_000364,41,Semi-Urban,Other,253,37930.0,0.621,0.546,1,2,9,0.102,0.748,0,0.0,0.5,1,499
AFRI_000365,38,Urban,Kano,184,19844.0,0.739,0.559,1,2,7,0.327,0.762,0,0.0,0.5,0,423
AFRI_000366,34,Rural,Lagos,205,26062.0,0.421,0.711,1,2,1,0.082,0.25,1,2.6,0.579,0,430
AFRI_000367,42,Semi-Urban,Abuja,191,12364.0,0.626,0.885,1,2,11,0.17,0.756,0,0.0,0.5,1,676
AFRI_000368,29,Urban,Kano,410,42067.0,0.769,0.456,1,2,4,0.245,0.449,0,0.0,0.5,1,526
AFRI_000369,31,Urban,Lagos,381,22220.0,0.918,0.468,1,2,3,0.421,0.679,0,0.0,0.5,1,679
AFRI_000370,22,Rural,Kano,360,21882.0,0.512,0.595,0,2,3,0.183,0.786,0,0.0,0.5,1,352
AFRI_000371,37,Urban,Enugu,108,7316.0,0.775,0.717,1,3,3,0.27,0.473,0,0.0,0.5,1,568
AFRI_000372,36,Urban,Other,152,33627.0,0.786,0.644,1,1,3,0.145,0.519,0,0.0,0.5,0,504
AFRI_000373,26,Rural,Other,165,33728.0,0.513,1.0,1,2,8,0.289,0.638,0,0.0,0.5,0,483
AFRI_000374,43,Urban,Kano,260,3997.0,0.494,0.891,0,2,5,0.245,0.831,0,0.0,0.5,0,577
AFRI_000375,25,Semi-Urban,Enugu,258,17519.0,0.738,0.668,1,3,11,0.261,0.816,0,0.0,0.5,0,615
AFRI_000376,33,Semi-Urban,Kano,433,43552.0,1.0,0.567,1,1,0,0.249,0.829,0,0.0,0.5,1,583
AFRI_000377,37,Urban,Ibadan,165,15045.0,0.669,0.696,1,2,1,0.02,0.72,0,0.0,0.5,0,449
AFRI_000378,19,Urban,Ibadan,285,21368.0,0.629,0.595,1,1,10,0.202,0.763,0,0.0,0.5,1,486
AFRI_000379,38,Urban,Other,154,35190.0,0.645,0.658,1,1,2,0.087,0.785,0,0.0,0.5,0,533
AFRI_000380,43,Urban,Port Harcourt,104,40103.0,0.313,0.613,1,3,7,0.308,0.895,0,0.0,0.5,0,452
AFRI_000381,32,Urban,Ibadan,112,37329.0,0.443,0.831,1,1,7,0.417,0.671,0,0.0,0.5,0,323
AFRI_000382,37,Urban,Ibadan,193,43545.0,0.763,0.645,1,3,0,0.272,0.822,0,0.0,0.5,1,597
AFRI_000383,27,Rural,Kano,295,35787.0,1.0,0.687,1,2,4,0.168,1.0,0,0.0,0.5,1,634
AFRI_000384,41,Urban,Abuja,205,25155.0,0.962,0.713,1,2,0,0.452,0.769,0,0.0,0.5,1,565
AFRI_000385,20,Semi-Urban,Abuja,230,16202.0,0.718,0.482,1,1,10,0.291,0.25,0,0.0,0.5,1,513
AFRI_000386,35,Semi-Urban,Enugu,91,39257.0,0.835,1.0,1,0,1,0.295,0.812,0,0.0,0.5,0,408
AFRI_000387,36,Rural,Abuja,229,31520.0,0.818,0.573,1,1,5,0.331,0.601,0,0.0,0.5,0,554
AFRI_000388,29,Rural,Lagos,127,9863.0,0.642,0.389,1,3,3,0.02,0.643,0,0.0,0.5,0,438
AFRI_000389,30,Semi-Urban,Port Harcourt,401,18701.0,0.705,0.891,1,1,2,0.288,0.939,0,0.0,0.5,1,547
AFRI_000390,24,Semi-Urban,Ibadan,71,10789.0,0.773,1.0,0,1,7,0.134,0.438,0,0.0,0.5,0,572
AFRI_000391,20,Urban,Port Harcourt,127,20302.0,0.573,0.729,0,2,3,0.176,0.635,0,0.0,0.5,0,319
AFRI_000392,28,Rural,Lagos,41,14728.0,0.585,0.549,1,2,3,0.328,0.741,0,0.0,0.5,0,280
AFRI_000393,39,Semi-Urban,Ibadan,182,1590.0,0.584,0.709,1,1,9,0.02,0.772,0,0.0,0.5,1,329
AFRI_000394,26,Urban,Enugu,39,15542.0,0.735,0.625,0,3,10,0.02,0.614,0,0.0,0.5,0,372
AFRI_000395,39,Semi-Urban,Lagos,261,3186.0,0.914,1.0,1,2,4,0.22,0.728,0,0.0,0.5,1,633
AFRI_000396,27,Urban,Lagos,142,31586.0,0.605,0.57,0,0,3,0.273,1.0,0,0.0,0.5,0,435
AFRI_000397,38,Urban,Port Harcourt,157,28733.0,0.707,0.591,1,3,1,0.146,0.701,0,0.0,0.5,1,716
AFRI_000398,39,Semi-Urban,Kano,188,20499.0,0.798,1.0,1,2,5,0.198,0.915,0,0.0,0.5,1,636
AFRI_000399,18,Semi-Urban,Port Harcourt,310,29783.0,0.943,0.561,1,2,11,0.211,0.939,0,0.0,0.5,1,655
AFRI_000400,23,Rural,Other,29,13470.0,0.955,0.828,1,3,2,0.201,0.294,1,5.5,0.366,0,573
AFRI_000401,25,Urban,Port Harcourt,290,30015.0,0.768,0.574,1,3,7,0.219,0.78,0,0.0,0.5,1,674
AFRI_000402,43,Urban,Abuja,183,42288.0,0.618,0.236,1,1,7,0.194,0.934,0,0.0,0.5,0,280
AFRI_000403,32,Semi-Urban,Lagos,413,26836.0,0.661,0.571,0,0,2,0.104,0.659,0,0.0,0.5,0,525
AFRI_000404,31,Rural,Port Harcourt,92,13857.0,0.456,0.591,1,2,4,0.258,0.836,0,0.0,0.5,0,508
AFRI_000405,26,Rural,Lagos,148,4867.0,0.364,0.719,1,2,9,0.375,0.813,1,6.8,0.335,1,387
AFRI_000406,18,Urban,Other,256,26721.0,0.94,0.795,0,1,11,0.122,0.706,0,0.0,0.5,1,672
AFRI_000407,36,Urban,Abuja,280,31229.0,0.612,1.0,1,1,2,0.285,0.394,0,0.0,0.5,1,527
AFRI_000408,33,Semi-Urban,Lagos,402,8841.0,0.799,0.669,1,2,0,0.279,0.563,0,0.0,0.5,1,574
AFRI_000409,40,Urban,Port Harcourt,92,36108.0,0.935,0.428,0,1,3,0.285,0.59,0,0.0,0.5,0,402
AFRI_000410,19,Semi-Urban,Lagos,403,3879.0,0.589,0.623,1,0,2,0.071,0.917,0,0.0,0.5,1,431
AFRI_000411,37,Urban,Ibadan,220,38784.0,0.893,0.633,1,1,11,0.378,0.913,0,0.0,0.5,1,608
AFRI_000412,26,Semi-Urban,Other,119,39592.0,0.729,0.581,1,2,3,0.099,0.519,0,0.0,0.5,0,402
AFRI_000413,31,Rural,Abuja,133,27428.0,0.868,0.626,1,3,5,0.272,0.681,1,2.3,0.263,1,541
AFRI_000414,22,Urban,Kano,434,16477.0,0.763,0.65,1,1,2,0.141,0.556,0,0.0,0.5,1,528
AFRI_000415,20,Semi-Urban,Lagos,44,32340.0,0.823,0.479,1,2,1,0.2,0.342,0,0.0,0.5,0,343
AFRI_000416,41,Urban,Port Harcourt,171,29223.0,0.715,0.546,1,3,9,0.336,0.779,0,0.0,0.5,0,444
AFRI_000417,34,Rural,Abuja,30,28906.0,0.553,0.624,0,0,1,0.173,0.382,0,0.0,0.5,0,280
AFRI_000418,19,Urban,Port Harcourt,348,9867.0,0.919,0.953,1,0,2,0.079,1.0,0,0.0,0.5,1,601
AFRI_000419,24,Semi-Urban,Port Harcourt,308,20757.0,0.59,0.85,1,2,11,0.124,0.334,0,0.0,0.5,1,557
AFRI_000420,22,Urban,Lagos,288,2769.0,0.632,0.693,1,0,1,0.02,0.25,0,0.0,0.5,0,446
AFRI_000421,31,Rural,Port Harcourt,125,32763.0,0.708,1.0,0,1,9,0.19,0.829,1,4.5,0.626,1,513
AFRI_000422,35,Rural,Lagos,222,20939.0,0.581,0.528,0,1,1,0.303,0.588,0,0.0,0.5,1,340
AFRI_000423,34,Semi-Urban,Kano,229,43514.0,0.922,0.786,0,2,4,0.093,0.544,0,0.0,0.5,1,540
AFRI_000424,33,Rural,Ibadan,118,24699.0,0.752,0.768,0,1,8,0.342,0.694,0,0.0,0.5,1,483
AFRI_000425,20,Semi-Urban,Port Harcourt,275,28309.0,0.799,0.708,1,1,6,0.164,0.695,0,0.0,0.5,1,516
AFRI_000426,30,Semi-Urban,Port Harcourt,398,5303.0,0.754,0.546,1,3,8,0.291,0.334,0,0.0,0.5,1,689
AFRI_000427,28,Urban,Port Harcourt,149,32009.0,0.741,0.31,1,3,3,0.347,0.56,0,0.0,0.5,0,481
AFRI_000428,43,Semi-Urban,Enugu,234,24839.0,1.0,0.601,1,0,2,0.274,0.56,0,0.0,0.5,0,388
AFRI_000429,32,Urban,Enugu,399,44084.0,0.876,0.2,1,0,1,0.235,0.904,0,0.0,0.5,1,436
AFRI_000430,27,Rural,Abuja,449,41413.0,0.563,0.652,1,0,2,0.23,0.758,0,0.0,0.5,0,496
AFRI_000431,22,Urban,Ibadan,188,34697.0,0.88,0.577,1,0,2,0.368,0.485,0,0.0,0.5,0,536
AFRI_000432,31,Semi-Urban,Ibadan,308,36936.0,0.893,0.685,1,2,3,0.309,0.964,0,0.0,0.5,1,713
